STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : DENIZLI CARDAK ILCE GIDA TARIM VE HAYVANCILIK MUDURLUGU
EARTHQUAKE DATE         : 2019/08/08 11:25:30 (GMT)
EPICENTER COORDINATES   : 37.85100N-29.58400E
EARTHQUAKE DEPTH (km)   : 10.92
EARTHQUAKE MAGNITUDE    : 6.0 Mw
STATION ID              : 2005
STATION COORDINATES     : 37.82446N-29.66813E
STATION ALTITUDE (m)    : 863
RECORDER TYPE           : GeoSig gmsplus
RECORDER SERIAL NO      : 52709/101159
RECORD TIME             : 08/08/2019 11:25:27.00 (GMT)
NUMBER OF DATA          : 3776
SAMPLING INTERVAL (sec) : 0.01
RAW PGA VALUES (gal)    : (N-S) 423.363542 (E-W) 274.004174 (U-D) 347.534292
Copyright EARTHQUAKE DEPARTMENT
DISASTER AND EMERGENCY MANAGEMENT PRESIDENCY
       N-S          E-W          U-D
    3.777572     -0.902033    -0.115385
    2.312386     -1.458170    -0.809777
    0.962065     -2.205056    -0.518974
    0.188671     -3.086039     0.042880
   -0.220376     -4.022896    -0.104211
   -0.942314     -5.113340     0.128899
   -1.572256     -4.828775    -0.864351
   -1.313158     -3.903093    -1.633847
   -0.643196     -2.268206    -1.372670
   -0.806918     -0.280147    -1.480779
   -1.066275      0.995589    -0.117205
   -0.023129      2.629955     0.375262
    1.229478      4.212086     0.374483
    2.030679      5.235482     1.276256
    2.683490      5.588655     0.685556
    3.139834      5.437926     0.122662
    3.198826      4.829034    -0.708685
    2.398145      4.154134    -1.718047
    1.053022      4.114113    -1.345643
   -0.003638      4.603201    -0.331343
   -1.039248      5.468072     0.508319
   -2.124494      5.878678     0.432955
   -2.589414      5.401284     1.473503
   -2.730788      4.597484     2.402303
   -2.474289      3.742229     2.230005
   -1.965970      2.680112     2.537439
   -2.245077      1.044965     1.670749
   -2.718833     -0.912428     1.329791
   -2.093049     -2.239360     2.076937
   -0.943873     -3.026787     2.033018
   -0.176716     -3.546282     2.228965
    1.120590     -3.395293     1.942581
    2.385671     -2.768210     0.556916
    2.375536     -1.681144     0.583164
    2.243258     -0.521313     1.446735
    1.920491     -0.551199     1.536133
    0.915287     -0.766117     1.737018
    0.622146     -0.693872     1.028333
    0.932699     -1.384625     0.743248
    0.886700     -1.587329     1.521580
    0.758581     -1.804846     0.640077
    0.453485     -2.959999     0.158785
    0.276509     -3.928561     0.700369
    0.519234     -4.884648     0.794444
    0.514037     -5.231324     1.290289
   -0.099533     -4.325393     1.277036
   -1.457650     -3.620866     1.952716
   -2.347209     -3.428297     2.452459
   -2.183746     -2.609425     0.648653
   -2.764831     -1.293928    -0.416323
   -3.691553     -0.259877    -1.297046
   -3.391135     -0.224014    -1.930886
   -3.191809     -0.441011    -1.588108
   -3.854756     -0.097974    -1.895023
   -4.225080      0.186592    -1.411132
   -3.812915      1.428284    -1.622412
   -2.810830      3.086039    -1.810563
   -1.617994      4.679085    -0.633580
   -0.444130      6.566572    -1.061857
    0.146311      6.960286    -1.004684
    0.643715      6.306955    -0.600576
    0.784049      5.854769    -0.318349
   -0.060551      5.625038     1.347202
   -0.155406      4.784336     1.049383
   -0.345636      3.924922     0.357331
   -0.897355      3.009376     0.163723
   -1.188937      0.651252    -0.707125
   -1.904379     -1.604481    -0.727656
   -1.584470     -3.991451    -1.487796
   -1.054841     -5.312406    -2.182967
   -0.733633     -5.543176    -2.084473
    1.321734     -5.760174    -1.704793
    2.738584     -3.358131    -0.731294
    2.779904     -1.221682    -0.751304
    4.173884      0.166841    -1.227139
    5.598270      2.651005    -1.974545
    5.800974      3.960266    -2.568364
    5.696764      4.719106    -2.518728
    5.233143      5.211313    -3.022370
    4.700655      4.841249    -2.842275
    4.815001      4.594365    -2.569924
    5.381793      4.322794    -1.912175
    5.819945      3.308494    -0.441531
    5.987046      2.376835    -0.675940
    5.833979      2.071999    -0.618767
    5.071760      1.751051     0.162683
    3.155946      1.702194    -0.881763
    0.917626      1.363315    -1.486237
   -0.096934      0.260137    -1.355518
   -1.033011     -0.285345    -1.936344
   -1.883069     -0.327965    -1.605000
   -1.247669     -0.395793    -1.285352
   -1.706352     -0.081861    -1.881509
   -2.948564     -0.582644    -1.826935
   -3.126580     -1.773141    -1.569917
   -4.427524     -2.202717    -1.915293
   -5.438966     -3.781470    -1.172305
   -4.570977     -4.727423    -0.669963
   -3.592020     -3.494826    -1.125527
   -2.526524     -2.861766    -0.535606
   -1.871374     -2.431929    -0.595638
   -1.834472     -1.665292    -0.879424
   -1.688161     -0.950110    -0.880463
   -2.035097     -0.413984    -0.620586
   -2.613063      0.314191     0.471677
   -2.658282      0.716481     0.535347
   -2.941028      0.855255     1.253647
   -3.657509      0.943613     1.895803
   -3.561614      0.341998     0.612790
   -3.622426     -0.038722     0.625264
   -3.931419     -0.706086     0.775733
   -4.217804     -1.412431     0.331083
   -4.937923     -1.296526     0.589401
   -4.363335     -1.081608     0.069127
   -3.451167     -1.017938    -0.125261
   -2.725590     -0.728955     0.553798
   -2.061084     -0.052235     0.240906
   -2.477927      0.176976    -0.598237
   -2.779904      0.265075    -0.604214
   -3.046798      1.328751    -1.124228
   -3.522633      2.204277    -1.186858
   -3.199346      2.543676    -0.525211
   -2.846173      2.973513    -0.555097
   -2.832140      2.939729     0.170479
   -1.935824      2.802773    -0.114346
   -0.933478      2.732867    -0.408007
   -0.261956      2.480786     0.507540
    1.161650      2.263009     0.585243
    2.198300      2.233903     1.076151
    2.532761      2.356565     1.154893
    3.520034      2.215971     1.229998
    4.345143      1.455571     1.853183
    3.914527      0.857854     1.678546
    2.646327      0.796783     2.367999
    1.310040      0.064190     2.663219
    0.268453     -0.553018     1.861499
   -0.889039     -0.294701     1.793931
   -1.556403     -0.752604     1.676207
   -2.200379     -1.227399     1.934784
   -2.751318     -1.456091     2.086552
   -1.411912     -2.460515     1.019757
   -0.503642     -2.536659     0.207642
   -0.392674     -3.043679     0.265854
    1.052502     -5.098527     0.140853
    2.185046     -5.872960    -0.802500
    2.997681     -5.695724    -1.041067
    4.441038     -5.058506    -0.885921
    4.915054     -4.187398    -0.544182
    4.723784     -3.924922    -0.092776
    4.555644     -3.800441    -1.277815
    3.556157     -3.553818    -1.814721
    3.086299     -3.494826    -1.583431
    2.909843     -3.769256    -1.531195
    1.028073     -3.516136    -1.175424
   -0.524172     -3.737031    -1.415550
   -0.811076     -4.039788    -0.575368
   -1.339146     -3.858914     0.785608
   -1.193615     -3.979756     1.518721
   -0.666325     -3.375282     2.263269
   -0.487269     -2.895550     1.985720
    0.192049     -2.211034     1.291849
    1.063677     -1.384885     0.336281
    1.570956     -1.296526    -0.740130
    1.687641     -0.267413    -0.931659
    1.741176      0.686595    -0.923603
    1.693359      1.248709    -0.915807
    1.277555      2.422833    -0.808737
    0.559775      2.870601    -0.308734
    0.469598      3.319149    -0.059772
    1.192316      3.561354     0.022349
    1.454012      2.829021     0.136176
    1.524958      1.780677     0.226613
    1.990398      0.435294     1.104217
    2.190243     -0.015333     1.110714
    2.152041     -0.076144     0.574068
    2.565506     -0.263255     0.328225
    2.554591      0.012474     0.132018
    1.525738      0.585763     0.556137
    0.718040      0.809517     0.688414
    0.323287      0.787167     0.392674
    0.024169      1.162950     0.626304
    0.264295      1.562640     1.238054
    0.299118      2.154380     1.203490
   -0.103171      2.530162     0.865131
    0.019491      2.983908     0.573029
    0.143452      3.219876     0.744807
    0.730774      2.410099     1.486756
    2.354745      1.755989     1.287950
    3.560575      1.170226     0.896056
    3.971960      0.501563     1.110195
    3.697010      0.543403     0.999227
    2.570963      0.656449     0.531968
    1.391901      0.151768    -0.035863
    0.907231     -0.238047    -0.536386
    0.903592     -0.376302    -0.918405
    1.126827     -0.628902    -1.243511
    1.125008     -0.833685    -1.618514
    0.908790     -1.510405    -1.494813
    1.281453     -2.041334    -0.553798
    0.961285     -1.790812    -0.145791
   -0.525471     -1.470384    -0.238047
   -0.739350     -1.461808    -0.484930
   -0.058992     -2.348768    -1.298605
   -0.244804     -2.910882    -0.946472
    0.059252     -2.731047    -0.136955
    0.879944     -2.463114    -0.831866
    1.056140     -1.797569    -1.220123
    0.814714     -1.833952    -1.045745
   -0.539245     -2.149183    -1.025994
   -1.880210     -1.852403    -0.208161
   -1.859680     -1.246370    -0.028846
   -1.953755     -0.824590    -0.688414
   -2.209734     -0.713102    -0.470897
   -1.951416     -0.590700    -0.344597
   -1.629169     -0.547301    -0.560295
   -1.218303      0.162683    -0.766637
   -0.645534      1.256245    -0.534567
   -0.471937      1.821998     0.059512
   -0.786908      1.253907    -0.322247
   -0.747666     -0.061591    -1.027294
   -0.393714     -1.069914    -1.696217
    0.082901     -1.669710    -1.561081
    0.637218     -1.300425    -0.682697
    0.294960     -1.165288    -0.707645
   -0.130718     -2.135409    -0.484151
   -0.100832     -2.989885    -0.438672
   -0.799901     -3.127880    -0.690753
   -1.824596     -2.554851     0.501043
   -2.476108     -1.521320     1.015339
   -2.764312     -0.091737     0.742988
   -2.771328      0.883322     1.409053
   -2.038475      0.625784     1.708951
   -0.568611     -0.616948     1.327192
    0.578746     -1.192835     0.760400
    1.431662     -0.251821     0.448808
    1.656196     -0.013773     0.865131
    1.067575     -0.620326     1.093303
    0.069387     -1.080049     0.875266
   -1.212846     -1.595125     1.328491
   -1.128126     -1.345903     1.546008
   -0.478693     -0.749225     1.408273
   -0.577447     -0.307954     1.649439
   -0.532488      0.004938     1.015859
   -1.264042     -0.020270     0.215438
   -1.498971     -0.284565    -0.050936
    0.012994     -0.209981    -0.372144
    0.152808      0.389815    -0.938936
   -1.649959      0.351094    -0.953489
   -2.241179     -0.005198    -0.064449
   -1.200372     -0.149949     0.245324
   -1.207389      0.709464     0.247403
   -1.981302      1.516642     0.353433
   -1.554064      1.090184     0.359410
   -1.349022      1.608379     0.235189
   -1.524698      1.906718    -0.543663
   -0.821991      0.847979    -0.743508
   -0.492207     -0.233110    -0.006237
   -0.308214     -0.546261     0.221675
    0.019231     -0.426978    -0.408007
   -0.537166     -0.577187    -0.986493
   -2.036136     -0.204263    -0.373183
   -3.830327      0.482592     0.783529
   -3.230011      0.992470     1.403596
   -1.943100      1.145018     1.142679
   -4.595665      0.547561     0.839663
   -6.851917     -0.059252     0.793404
   -5.501856     -0.044699    -0.112787
   -4.869315      0.710244    -0.202184
   -4.965730      2.403083     0.598497
   -3.158025      3.890359     0.883842
   -0.718300      4.090984     1.339926
    1.156713      4.283812     1.457650
    2.809270      5.272385     1.358897
    3.280687      5.903626     1.518461
    3.276269      6.241726     1.804326
    3.544462      6.609712     1.808484
    3.298879      5.831380     1.109675
    3.312912      4.771861     0.957647
    2.965456      4.301484     1.425425
    2.110201      3.728195     1.653078
    2.099806      2.653604     1.834472
    2.410879      1.172305     0.888000
    1.654117      0.252860    -0.451406
    0.400730     -0.603694    -0.276249
    0.020530     -1.146317     0.130718
   -0.037422     -0.434774     0.503642
    0.250781      0.593819     1.349541
    0.646574      1.372151     1.851364
    0.848758      1.805366     1.849025
    1.830574      1.909056     1.660874
    2.334735      1.524958     1.522100
    1.851364      1.047564     1.379687
    1.944660      0.949850     1.264302
    1.896322      0.232330     0.875266
    1.524438     -0.479473     0.020790
    1.749232      0.098493    -0.282226
    1.213366      0.497924    -0.546002
   -0.075624      0.340179    -1.281973
    0.000260      0.124481    -1.212326
    0.479993     -0.367726    -1.007803
   -0.472976     -0.246363    -0.726096
   -1.369032     -0.521573    -0.126820
   -1.478700     -1.465966    -0.510139
   -1.405935     -1.374230    -0.905152
   -0.842781     -1.298086    -0.863831
   -0.260137     -1.799128    -1.191016
   -0.140074     -2.406461    -1.257285
   -0.261176     -2.753917    -0.954008
   -0.221415     -2.346170    -0.285605
   -0.202444     -1.915553     0.106290
   -0.954008     -1.514563    -0.274170
   -1.469864     -1.107856    -0.293661
   -0.989871     -0.968302    -0.604214
   -0.762999     -0.936597    -1.013780
   -0.523652     -0.964144    -0.799122
    0.361229     -1.355518    -1.541071
    0.744807     -2.241959    -1.872674
    0.508579     -2.749759    -1.051982
    0.438672     -2.083694    -0.550939
    0.488829     -0.996368     0.527810
    0.733633     -0.195428     0.939195
    0.922303      0.503382     0.376302
    0.791325      0.754683     0.349535
    0.972979      1.127346    -0.131758
    1.185559      1.367473    -0.489608
    0.805359      0.526251    -0.863571
   -0.264295     -0.408007    -1.239094
   -1.450114     -1.201151    -0.801201
   -1.821738     -1.874493    -1.048864
   -2.540817     -1.801467    -1.335248
   -4.265881     -1.516122    -1.332649
   -5.278882     -1.646841    -1.708172
   -5.242499     -1.708172    -1.644242
   -4.857621     -1.303803    -1.548347
   -3.958446     -0.392934    -1.070433
   -3.022110      0.727915    -0.202444
   -2.608905      1.444396    -0.105250
   -1.928547      1.985720    -0.229471
   -1.038209      2.429330    -0.297299
   -0.981296      2.467012    -0.081601
   -0.800161      2.465453     0.146571
    0.501303      2.493780    -0.334981
    1.184259      2.345910    -0.665545
    0.786648      2.160098    -0.936077
    0.749745      1.777299    -1.313418
    0.301197      1.605260    -1.251568
   -0.640337      1.984421    -0.968042
   -0.796003      1.757028    -0.458683
   -0.714402      1.060818    -0.034824
   -0.291322      0.661127    -0.113046
    0.082641      0.220895    -0.028586
    0.113046      0.097194     0.185032
    0.786908      0.383578     0.005198
    0.875526      0.634880     0.313672
    0.622925      0.804839     0.879424
    0.746107      0.888000     0.790546
    0.434774      0.619807     0.660867
    0.441011      0.241686     0.594599
    0.674641      0.217257     0.464140
    0.754423      0.234669     0.636179
    0.752084      0.577707     0.539505
    0.244284      1.151515    -0.235968
   -0.366946      1.449594    -0.846679
   -0.423859      1.759367    -1.091224
   -0.176716      1.647880    -0.905931
   -0.160864      1.357857    -0.111487
    0.021310      1.106816     0.295740
    0.645534     -0.053535     0.484151
    1.418149     -1.234676     0.726876
    2.149183     -1.539511     0.273391
    2.504954     -1.687641    -0.040021
    2.699342     -1.899181    -0.275989
    3.154127     -2.469871    -0.919185
    3.756262     -3.615149    -0.520014
    4.329551     -4.513804    -0.007536
    4.259904     -4.886727    -0.239866
    3.437393     -4.962611     0.025728
    2.728449     -4.803826     0.279888
    2.326679     -4.380747     0.666065
    1.845127     -3.272631     1.233116
    1.276516     -2.058746     0.939715
    0.698549     -1.435820     0.201924
    0.066009     -0.983894    -0.399431
   -0.211280     -0.655670    -0.997148
   -0.427758     -0.705566    -1.661134
   -0.718820     -0.803020    -2.000013
   -0.529629     -0.680878    -2.089411
   -0.554578     -0.475055    -1.957913
   -0.388776      0.044439    -1.474802
    0.060811      0.880723    -1.315757
   -0.446469      1.404375    -1.260403
   -0.898915      1.314198    -0.990391
   -0.826669      1.139821    -1.219863
   -1.299905      0.935037    -1.735978
   -1.934265      0.175417    -1.862798
   -2.008070     -0.679578    -1.548607
   -1.903339     -1.278335    -0.756242
   -1.456611     -1.860459     0.129938
   -0.671262     -2.314205     0.532228
   -0.606553     -2.338113     0.643975
   -0.491168     -2.041854     0.789246
    0.157226     -1.661394     0.826929
    0.226093     -1.452453     0.527550
    0.158265     -1.750531     0.372923
    0.498444     -1.950897     0.584463
    1.383845     -1.733380     0.770795
    2.633074     -0.979736     1.249748
    2.571743      0.592779     1.269759
    1.611497      1.981562     0.396832
    1.548867      2.723511    -0.235449
    1.319655      3.128659    -0.555617
    0.378381      3.406208    -0.589921
   -0.269492      3.627363    -0.445429
   -0.660088      3.461562    -0.161903
   -0.803020      3.265095     0.283526
   -0.796783      3.043160     0.741949
   -0.999227      2.569404     1.161650
   -1.134623      1.934524     0.994289
   -0.580825      1.148656     0.896836
    0.390595      0.699589     0.939715
    1.104477      0.308474     0.599536
    1.952456      0.043659     0.444130
    2.919718      0.277029     0.124481
    3.355272      0.423340    -0.197766
    3.398671      0.435554     0.336281
    3.553298      0.576667     0.723238
    3.493527      0.855255     0.828228
    3.188431      1.066275     1.641903
    3.366707      1.210247     1.892684
    3.403349      1.264561     1.593046
    3.179855      0.827968     1.517682
    3.165302     -0.303536     0.686075
    2.511711     -1.656456    -0.181394
    1.625011     -2.593053    -0.398132
    1.329791     -3.464420    -0.617988
    1.184779     -4.263282    -0.695691
    1.100059     -4.410373    -0.792105
    0.589401     -4.247690    -0.903592
   -0.605254     -4.004445    -0.482332
   -1.666071     -3.410366    -0.125001
   -2.472210     -2.479227     0.068348
   -3.266654     -1.470124     0.274690
   -4.035370     -0.541324    -0.124741
   -4.210267      0.274690    -0.661907
   -3.765878      0.746627    -0.926462
   -3.577207      1.009102    -1.066015
   -3.084220      1.076411    -0.979476
   -1.823817      0.797043    -0.740390
   -0.842001      0.571210    -0.393974
   -0.268193      0.329524    -0.063410
    0.345117      0.314971     0.571729
    0.726356      0.457643     1.264561
    1.058739     -0.020790     1.462848
    1.191276     -0.444909     1.546268
    0.611750     -0.467779     1.473503
   -0.159305     -0.488049     1.235715
   -0.851877     -0.320948     0.836804
   -1.335768      0.034824     0.770535
   -1.460769      0.553278     1.352400
   -1.437380      0.799382     1.699336
   -1.204010      0.803540     1.916073
   -1.273397      1.027554     1.861499
   -1.662433      1.157232     1.501050
   -1.535613      1.287691     1.580052
   -1.142679      1.398138     1.800948
   -0.965443      1.495592     2.136189
   -0.621886      1.785875     2.430630
   -0.016632      1.858640     2.160617
    0.340179      1.644242     1.682444
    0.447248      1.198553     1.317057
    0.138255      0.718300     0.992210
   -0.704527      0.391115     1.022356
   -1.274957     -0.214139     1.321215
   -1.308741     -1.017938     1.634107
   -1.114872     -1.549387     2.260150
   -0.803800     -1.869815     2.378394
   -0.405408     -2.043413     2.005991
    0.180095     -1.888006     1.458949
    0.648393     -1.538992     0.525731
    0.942834     -1.174644     0.415024
    1.554844     -0.680358     0.569650
    1.685822      0.051196     0.437113
    1.025735      0.551979     0.488309
    0.489868      0.577707     0.264555
   -0.148910      0.825629     0.236228
   -0.813675      1.061857     0.388256
   -1.176463      1.325633     0.305355
   -1.447775      1.682444     0.362009
   -1.120330      1.360976     0.481292
   -0.319909      1.275216     0.175157
    0.183993      1.612277    -0.487789
    0.477654      1.913214    -1.119810
    0.521313      2.178289    -1.544709
    0.391115      1.929327    -1.690760
    0.219856      1.993516    -1.933745
   -0.296260      2.476628    -2.021583
   -0.405148      2.825383    -2.003132
   -0.243765      3.154387    -2.234163
   -0.577966      3.099553    -2.157239
   -0.546781      2.737025    -2.235982
   -0.234929      2.015866    -2.480786
    0.033784      0.831866    -2.469351
    0.523392     -0.306395    -2.535880
    0.815754     -0.975838    -2.382292
    1.054321     -1.615395    -2.194142
    1.111234     -2.632294    -2.189464
    0.923863     -3.312392    -2.060565
    0.838883     -3.403349    -1.650999
    0.230511     -2.951943    -0.886700
   -0.469858     -2.027820    -0.634620
   -0.711543     -1.043926    -0.819912
   -1.105257     -0.238567    -0.614349
   -1.230258      0.007796    -0.495845
   -0.911129     -0.109408    -0.542363
   -0.296780     -0.252600    -1.001306
    0.613310     -0.293141    -1.694398
    0.951929      0.056393    -1.991697
    1.015859      0.414244    -2.221169
    1.249489      0.806918    -1.857081
    1.101878      1.421787    -1.393201
    0.601875      2.061604    -1.185559
    0.017932      2.659321    -0.770795
   -0.254679      2.729748    -0.835764
   -0.551199      2.622679    -0.372144
   -1.154374      2.332396     0.282486
   -1.471164      1.458170     0.274950
   -1.435301      0.829527     0.825889
   -0.979217      0.320168     0.915287
   -0.248702     -0.179835     0.536386
    0.505981     -0.554318     0.799382
    1.278075     -0.917886     1.046525
    1.829274     -1.000267     1.313938
    2.195181     -1.339666     1.317317
    2.007550     -1.699076     0.903592
    1.208428     -1.797309     0.591220
    0.323807     -1.872674     0.198546
   -0.925422     -1.554584    -0.312112
   -2.507293     -1.290289    -0.345377
   -3.482092     -1.139301     0.007017
   -3.728975     -0.876045    -0.010655
   -3.615149     -0.672302    -0.040541
   -3.156206     -0.185812     0.165542
   -2.767950      0.215958     0.541064
   -2.207395      0.242725     0.748966
   -1.576934      0.198286     0.592779
   -1.504428      0.303276     0.525471
   -1.345903      0.307175     0.325626
   -0.872667      0.027547     0.214139
   -0.286904     -0.214139     0.050416
    0.428017     -0.534567    -0.071986
    0.816793     -0.622925     0.271312
    0.892418     -0.705306     0.448028
    1.184519     -0.824850     0.497664
    1.358377     -0.498444     0.553538
    0.880983     -0.348495     0.947512
    0.113046     -0.383319     1.495592
   -0.344077     -0.641117     1.329791
   -0.497145     -1.131504     1.039768
   -1.003125     -1.696737     0.774433
   -1.758588     -2.401004     0.478434
   -2.199339     -2.409320     0.268713
   -2.628396     -1.922310    -0.458943
   -2.840975     -1.576154    -1.110714
   -2.275743     -1.269239    -1.384105
   -1.376828     -0.923603    -1.285352
   -0.322247     -0.484151    -0.909310
    0.899694     -0.285085    -1.058219
    1.931146      0.166061    -1.403856
    2.626057      0.630462    -1.251828
    2.917899      0.437373    -0.911389
    3.154127      0.185812    -1.208428
    3.459223     -0.531968    -1.198293
    3.453505     -1.698816    -0.766377
    2.923096     -2.637752    -0.509619
    2.274963     -3.112807     0.040021
    1.889046     -2.817846    -0.141373
    1.379947     -2.212853    -0.245064
    1.077450     -1.927248     0.194388
    1.425685     -1.627870     0.041320
    1.909836     -0.747146     0.056913
    2.383332      0.181654     0.270532
    3.054334      0.780151     0.423859
    3.740150      1.004165     0.411125
    4.014840      0.564713     0.186072
    3.564213     -0.159564     0.033784
    2.899967     -1.135403    -0.176197
    2.565246     -2.059785    -0.249742
    2.092010     -2.346689    -0.516895
    1.339666     -2.558229    -0.790026
    0.744288     -2.722991    -0.949850
    0.371104     -2.731047    -1.279115
   -0.043140     -2.481565    -1.183740
   -0.615908     -1.397619    -0.767417
   -0.966742     -0.323547    -0.369285
   -1.038988      0.152808    -0.119024
   -0.988832      0.631761     0.420741
   -0.640597      1.150475     1.054061
   -0.152028      1.327971     1.335508
    0.489868      1.124748     1.656976
    0.786908      0.872927     1.464927
    0.375522      0.785868     1.170226
    0.240126      0.858374     0.852916
    0.393454      1.108116     0.113046
    0.365127      1.465187     0.003638
    0.310553      1.760667     0.045478
    0.199326      1.896322     0.139294
    0.266114      1.888266     0.355252
    0.629162      2.210514     0.129419
    0.848239      2.882296     0.453745
    0.564973      3.457404     0.539505
   -0.158785      3.829807     0.366167
   -1.005984      4.009382     0.706865
   -1.792112      4.037969     0.662167
   -2.245077      3.821231     1.174384
   -2.038475      3.364887     1.704273
   -1.294187      2.792898     1.459989
   -0.567052      2.235722     1.247929
   -0.321988      1.501829     0.460242
   -0.768196      0.541584    -0.238567
   -1.680625     -0.733373    -0.281967
   -2.471690     -1.969608    -0.226873
   -3.022370     -2.445962    -0.204263
   -3.150749     -2.823823    -0.257278
   -2.945186     -2.872420    -0.266114
   -2.927255     -2.180368    -0.487529
   -2.832919     -1.412951    -0.373443
   -2.516129     -0.391375     0.062111
   -2.251834      0.801980     0.416063
   -1.973506      1.896063     0.995329
   -1.620333      2.760673     1.321734
   -1.351101      3.360989     1.463367
   -1.220123      3.548880     1.363834
   -1.283792      2.896069     1.199072
   -1.191016      1.786394     0.939975
   -0.541324      0.527550     0.358890
   -0.037682     -0.596158     0.302757
    0.066788     -1.297306     0.081342
    0.154107     -1.468825    -0.009615
    0.208941     -0.950110     0.251561
    0.114866     -0.601875     0.055874
   -0.074065     -0.546781     0.072246
   -0.001559     -0.246104    -0.380980
   -0.040281      0.107849    -0.802760
   -0.259877      0.501043    -0.688154
   -0.186592      0.537945    -0.887740
   -0.241166      0.337320    -0.722978
   -0.692052      0.121103    -0.880463
   -1.262482     -0.261436    -1.090704
   -1.647360     -0.225573    -0.689714
   -1.915553      0.165282    -0.719599
   -2.296013      0.531448    -0.575628
   -2.531462      0.352913    -0.423859
   -2.372677     -0.509879    -0.655930
   -2.191283     -1.342784    -0.569131
   -2.189464     -2.057446    -0.562634
   -2.127093     -2.499237    -0.621106
   -1.952976     -2.359683    -0.517415
   -1.607339     -1.692319    -0.550419
   -1.538472     -0.854476    -0.589661
   -1.805106     -0.256239    -0.496885
   -1.700375      0.017412    -0.339399
   -1.491174      0.122922    -0.396312
   -1.370072      0.023909    -0.414764
   -1.047304     -0.253380    -0.191789
   -0.599796     -0.495845    -0.148390
   -0.157745     -0.665285    -0.219856
   -0.003119     -0.547561    -0.649433
   -0.036123     -0.403589    -0.860193
    0.147870     -0.241426    -0.760920
    0.368765     -0.037682    -0.893197
    0.622405     -0.011175    -0.846160
    0.981815     -0.001819    -1.167887
    1.009622     -0.003378    -0.970381
    0.963624     -0.056393    -0.648913
    0.790286     -0.266894    -1.161130
    0.137215     -0.168400    -0.851357
   -0.326665     -0.029366    -0.898395
   -0.659048     -0.175677    -1.551726
   -0.792885     -0.242985    -1.691020
   -0.445429     -0.566272    -2.132291
   -0.147090     -0.933998    -1.952976
    0.654370     -1.156453    -1.443617
    1.897882     -1.300944    -1.387223
    2.693365     -1.194135    -0.706606
    3.450647     -0.992730    -0.140074
    3.914527     -0.978697     0.063150
    3.890099     -1.248709     0.467779
    4.006524     -1.422307     0.544702
    3.787447     -1.373710     0.399431
    3.407767     -1.617994     0.226873
    3.317330     -2.080835    -0.024688
    2.927514     -2.296533    -0.554318
    2.459996     -2.358904    -0.995589
    2.000533     -2.046531    -1.077190
    1.218823     -1.332649    -1.427764
    0.499743     -0.852137    -1.189197
    0.115645     -0.595638    -0.589401
   -0.267933     -0.566272    -0.543923
   -0.732074     -0.883582     0.017152
   -0.811076     -0.996628     0.304836
   -0.739610     -0.821211    -0.002859
   -0.706346     -0.588621    -0.204263
   -0.547561     -0.162683    -0.628383
   -0.420481      0.201145    -0.670483
   -0.100053      0.254160    -0.682697
    0.583164      0.284565    -0.662946
    1.354999      0.201665    -0.130198
    1.985200     -0.052495     0.414504
    2.644508      0.077183     0.918405
    3.125281      0.293401     1.280934
    3.065509      0.543923     1.395539
    2.849551      0.959986     1.437120
    2.444403      0.895276     1.294187
    1.721945      0.562634     0.780411
    1.339146     -0.047817     0.597457
    1.200892     -0.845640     0.552499
    0.787947     -1.424386     0.413464
    0.546261     -1.836811     0.197507
    0.357331     -2.019244     0.103691
    0.061071     -1.764565     0.726096
    0.008056     -1.024435     1.451673
   -0.111487     -0.242725     2.297053
   -0.044699      0.668404     1.982342
    0.367206      1.089924     1.913734
    1.076930      1.124228     2.586036
    1.782496      1.269499     2.343311
    1.921011      1.249489     2.650745
    2.021583      1.484937     1.411912
    2.017685      1.480000     1.102658
    1.790812      1.497931     1.940761
    1.285092      1.120070     0.539245
    0.163463      0.305615     0.765338
   -0.763259     -0.083680     0.298599
   -1.709731     -0.955048     0.165802
   -2.334735     -1.783016     1.226619
   -2.087592     -2.167634    -0.399431
   -2.229485     -2.327458     0.352393
   -1.635926     -1.807964     0.771315
   -0.719340     -1.099280    -0.055094
   -0.405928     -0.326406     0.869029
   -0.103951      0.298079     0.604214
   -0.144232      0.828228     1.026514
    0.390335      1.147877     1.166588
    0.581085      1.409313     0.857334
    0.287424      2.138008     0.732593
   -0.299898      2.077717     0.523652
   -1.221422      2.334215     0.883322
   -1.043926      2.112020     0.174637
   -0.935817      1.251308     0.430876
   -1.439459      0.980516     1.109935
   -0.863311     -0.574068     0.507800
    0.106290     -1.414511     0.216737
    0.115126     -1.566019    -0.474276
    0.291582     -2.460775     0.372144
    1.110454     -2.234422     1.423866
    1.655416     -1.755989     0.781190
    1.230258     -1.201151     1.620333
    0.892418      0.013254     1.318356
    1.456091      0.543923     1.268720
    1.424386      2.036136     2.419975
    0.556137      3.477934     1.412951
    0.063410      3.625804     0.911908
   -0.122662      4.274717     0.624484
   -0.028586      4.043946     0.449587
    0.451146      3.328245     1.000267
    0.750005      3.203764     0.224274
    0.722718      2.637492     0.477394
    0.587322      1.384365     1.784575
    1.204530      0.781710     1.557963
    2.014826      0.767157     1.316277
    1.695957      0.485190     1.505208
    0.828488      0.620846     1.850844
