0.000000000000000000e+00,-2.101061833055249784e-05
1.000000000000000021e-02,-2.119661248469479955e-05
2.000000000000000042e-02,-2.137587193438409791e-05
2.999999999999999889e-02,-2.150089233254910009e-05
4.000000000000000083e-02,-2.180210780477150043e-05
5.000000000000000278e-02,-2.190461318382879840e-05
5.999999999999999778e-02,-2.199031414195190041e-05
7.000000000000000666e-02,-2.240782326514539744e-05
8.000000000000000167e-02,-2.241176252824709719e-05
8.999999999999999667e-02,-2.262070176939730002e-05
1.000000000000000056e-01,-2.285818038448939949e-05
1.100000000000000006e-01,-2.311082371572469897e-05
1.199999999999999956e-01,-2.334370775317059780e-05
1.300000000000000044e-01,-2.248177849019469915e-05
1.400000000000000133e-01,-2.377243098196760138e-05
1.499999999999999944e-01,-2.419976244749390046e-05
1.600000000000000033e-01,-2.245181387803999739e-05
1.700000000000000122e-01,-2.482963206439460014e-05
1.799999999999999933e-01,-2.468188047842800032e-05
1.900000000000000022e-01,-2.308059924723980102e-05
2.000000000000000111e-01,-2.554250819026530097e-05
2.099999999999999922e-01,-2.473957369007949946e-05
2.200000000000000011e-01,-2.452518824606120170e-05
2.300000000000000100e-01,-2.560262181044219992e-05
2.399999999999999911e-01,-2.530646275659259852e-05
2.500000000000000000e-01,-2.657960898839100016e-05
2.600000000000000089e-01,-2.442944934428330171e-05
2.700000000000000178e-01,-2.505874364607739809e-05
2.800000000000000266e-01,-2.847951620645000102e-05
2.899999999999999800e-01,-2.558041714376379835e-05
2.999999999999999889e-01,-2.289179433270489586e-05
3.099999999999999978e-01,-3.131945994009840034e-05
3.200000000000000067e-01,-2.553407647645939831e-05
3.300000000000000155e-01,-2.161286374438600136e-05
3.400000000000000244e-01,-3.165982634290839598e-05
3.500000000000000333e-01,-2.465312039681699991e-05
3.599999999999999867e-01,-2.650879132994869933e-05
3.699999999999999956e-01,-2.642968607016309710e-05
3.800000000000000044e-01,-2.817331353522659971e-05
3.900000000000000133e-01,-2.457034424083840042e-05
4.000000000000000222e-01,-2.267640180356409867e-05
4.100000000000000311e-01,-3.804616047770510045e-05
4.199999999999999845e-01,-2.946295610501750153e-05
4.299999999999999933e-01,-2.220061110405879948e-05
4.400000000000000022e-01,-3.003087211466960005e-05
4.500000000000000111e-01,-3.687373353822279609e-05
4.600000000000000200e-01,-2.260145140820219890e-05
4.700000000000000289e-01,-2.351717433576090038e-05
4.799999999999999822e-01,-3.544452769372609911e-05
4.899999999999999911e-01,-2.735950138097400052e-05
5.000000000000000000e-01,-2.834096966218899980e-05
5.100000000000000089e-01,-3.170744813596299651e-05
5.200000000000000178e-01,-3.052543431348639624e-05
5.300000000000000266e-01,-2.748254448806749953e-05
5.400000000000000355e-01,-3.007413365467269755e-05
5.500000000000000444e-01,-4.039362029580639596e-05
5.600000000000000533e-01,-3.271281639109359742e-05
5.700000000000000622e-01,-1.941026078081750192e-05
5.799999999999999600e-01,-3.457473862781949587e-05
5.899999999999999689e-01,-3.722023947236269514e-05
5.999999999999999778e-01,-2.330590886982070018e-05
6.099999999999999867e-01,-2.997616157709640091e-05
6.199999999999999956e-01,-3.193193620403269678e-05
6.300000000000000044e-01,-2.925181829775479764e-05
6.400000000000000133e-01,-3.410911977173739716e-05
6.500000000000000222e-01,-1.714732802837819995e-05
6.600000000000000311e-01,-3.125879767129420182e-05
6.700000000000000400e-01,-4.630008432713679956e-05
6.800000000000000488e-01,-2.729646693025589838e-05
6.900000000000000577e-01,-3.835299803808459837e-05
7.000000000000000666e-01,-3.068517503507190114e-05
7.099999999999999645e-01,-1.515857604449820015e-05
7.199999999999999734e-01,-5.075341984517889337e-05
7.299999999999999822e-01,-3.262597047647630092e-05
7.399999999999999911e-01,-1.604858681229269984e-05
7.500000000000000000e-01,-6.004319230295300177e-05
7.600000000000000089e-01,-3.361864038111300111e-05
7.700000000000000178e-01,-1.463874820760249896e-05
7.800000000000000266e-01,-3.388620899754970193e-05
7.900000000000000355e-01,-4.318795981087659546e-05
8.000000000000000444e-01,-1.996050429052839847e-05
8.100000000000000533e-01,-1.884722814110870065e-05
8.200000000000000622e-01,-5.678575703463999857e-05
8.300000000000000711e-01,-3.552464854921270031e-05
8.399999999999999689e-01,-2.762327654888729870e-05
8.499999999999999778e-01,-3.617265477626880037e-05
8.599999999999999867e-01,-4.946857383743059769e-05
8.699999999999999956e-01,-1.694991381263270041e-05
8.800000000000000044e-01,-1.574960678535629964e-05
8.900000000000000133e-01,-7.045202129506400153e-05
9.000000000000000222e-01,-2.004499447701689970e-05
9.100000000000000311e-01,-1.414124078125280105e-05
9.200000000000000400e-01,-6.349276239148199830e-05
9.300000000000000488e-01,-2.947229447911959836e-05
9.400000000000000577e-01,-2.326599085242429823e-05
9.500000000000000666e-01,-5.088270688003190378e-05
9.599999999999999645e-01,-3.283306802843909892e-05
9.699999999999999734e-01,-1.846852725587520077e-05
9.799999999999999822e-01,-3.792096079001969715e-05
9.899999999999999911e-01,-7.158517645374400443e-05
1.000000000000000000e+00,-3.164934528179970136e-05
1.010000000000000009e+00,-1.084826874135520027e-06
1.020000000000000018e+00,-5.011572843926479669e-05
1.030000000000000027e+00,-3.111170083250020202e-05
1.040000000000000036e+00,-2.601070575163289884e-05
1.050000000000000044e+00,-5.919812022649799887e-05
1.060000000000000053e+00,-4.456415042503729677e-05
1.070000000000000062e+00,-3.500366043678149972e-05
1.080000000000000071e+00,-1.773578233343840038e-05
1.090000000000000080e+00,-7.126831059503200303e-05
1.100000000000000089e+00,-3.677677138262849647e-05
1.110000000000000098e+00,-2.290886428368830012e-05
1.120000000000000107e+00,-8.287065176854500263e-05
1.130000000000000115e+00,-3.530965544988949698e-05
1.140000000000000124e+00,-1.567271654546830003e-05
1.150000000000000133e+00,-3.743576817075950172e-05
1.159999999999999920e+00,-5.416023335469579938e-05
1.169999999999999929e+00,-3.010647044874129955e-05
1.179999999999999938e+00,-2.572011091400660095e-05
1.189999999999999947e+00,-4.706899296710769843e-05
1.199999999999999956e+00,-3.335758462671640151e-05
1.209999999999999964e+00,1.679466667649520017e-05
1.219999999999999973e+00,-7.454761237637099630e-05
1.229999999999999982e+00,-8.769572992283900176e-05
1.239999999999999991e+00,2.816411643672759978e-05
1.250000000000000000e+00,-4.675449361659059531e-05
1.260000000000000009e+00,-5.259186763691419704e-05
1.270000000000000018e+00,-3.429075083596870165e-05
1.280000000000000027e+00,-1.219075349305259989e-05
1.290000000000000036e+00,-4.472551326288490108e-05
1.300000000000000044e+00,-5.633336702177829599e-05
1.310000000000000053e+00,2.452602114801040109e-05
1.320000000000000062e+00,-9.335365896286199104e-05
1.330000000000000071e+00,-8.122749735639300849e-05
